input,output
how to make eggs?,"Whisk eggs with eggs, cook on medium flame, and fold into an omelette."
how to make chicken?,"Roast chicken in oven at 200°C for 30 minutes, let it cool, then serve."
how to make eggs?,"Whisk eggs with eggs, cook on medium flame, and fold into an omelette."
how to make rice?,"Roast rice in oven at 200°C for 30 minutes, let it cool, then serve."
how to make bread?,"Fry bread until golden, then simmer in curry sauce for 10 minutes."
how to make dal?,"Roast dal in oven at 200°C for 30 minutes, let it cool, then serve."
how to make pasta?,"Soak pasta in water, grind into paste, cook on low flame until thickened."
how to make dal?,"Fry dal until golden, then simmer in curry sauce for 10 minutes."
how to make chicken?,"Steam chicken for 15 minutes, season with salt and pepper, and serve."
how to make eggs?,"Slice eggs, dip in batter, deep fry until crisp, and enjoy."
how to make pasta?,"Mix pasta with herbs and cheese, bake at 180°C for 25 minutes."
how to make noodles?,"Soak noodles in water, grind into paste, cook on low flame until thickened."
how to make chicken?,"Mix chicken with herbs and cheese, bake at 180°C for 25 minutes."
how to make chicken?,"Fry chicken until golden, then simmer in curry sauce for 10 minutes."
how to make pasta?,"Soak pasta in water, grind into paste, cook on low flame until thickened."
how to make vegetables?,"Mix vegetables with herbs and cheese, bake at 180°C for 25 minutes."
how to make dal?,"Steam dal for 15 minutes, season with salt and pepper, and serve."
how to make noodles?,"Heat oil in a pan, add chopped noodles, sauté for 5 minutes, and serve hot."
how to make bread?,"Heat oil in a pan, add chopped bread, sauté for 5 minutes, and serve hot."
how to make chicken?,"Soak chicken in water, grind into paste, cook on low flame until thickened."
how to make chicken?,"Mix chicken with herbs and cheese, bake at 180°C for 25 minutes."
how to make bread?,"Fry bread until golden, then simmer in curry sauce for 10 minutes."
how to make eggs?,"Mix eggs with herbs and cheese, bake at 180°C for 25 minutes."
how to make chicken?,"Heat oil in a pan, add chopped chicken, sauté for 5 minutes, and serve hot."
how to make cake?,"Heat oil in a pan, add chopped cake, sauté for 5 minutes, and serve hot."
how to make pasta?,"Slice pasta, dip in batter, deep fry until crisp, and enjoy."
how to make dal?,"Mix dal with herbs and cheese, bake at 180°C for 25 minutes."
how to make tea?,"Mix tea with herbs and cheese, bake at 180°C for 25 minutes."
how to make bread?,"Mix bread with herbs and cheese, bake at 180°C for 25 minutes."
how to make dal?,"Mix dal with herbs and cheese, bake at 180°C for 25 minutes."
how to make tea?,"Boil water, add tea, cook for 10 minutes, drain and serve."
how to make rice?,"Steam rice for 15 minutes, season with salt and pepper, and serve."
how to make eggs?,"Roast eggs in oven at 200°C for 30 minutes, let it cool, then serve."
how to make chicken?,"Steam chicken for 15 minutes, season with salt and pepper, and serve."
how to make chicken?,"Roast chicken in oven at 200°C for 30 minutes, let it cool, then serve."
how to make chicken?,"Whisk eggs with chicken, cook on medium flame, and fold into an omelette."
how to make rice?,"Mix rice with herbs and cheese, bake at 180°C for 25 minutes."
how to make pasta?,"Soak pasta in water, grind into paste, cook on low flame until thickened."
how to make bread?,"Steam bread for 15 minutes, season with salt and pepper, and serve."
how to make cake?,"Fry cake until golden, then simmer in curry sauce for 10 minutes."
how to make rice?,"Slice rice, dip in batter, deep fry until crisp, and enjoy."
how to make cake?,"Slice cake, dip in batter, deep fry until crisp, and enjoy."
how to make cake?,"Slice cake, dip in batter, deep fry until crisp, and enjoy."
how to make bread?,"Soak bread in water, grind into paste, cook on low flame until thickened."
how to make dal?,"Steam dal for 15 minutes, season with salt and pepper, and serve."
how to make tea?,"Roast tea in oven at 200°C for 30 minutes, let it cool, then serve."
how to make chicken?,"Soak chicken in water, grind into paste, cook on low flame until thickened."
how to make eggs?,"Boil water, add eggs, cook for 10 minutes, drain and serve."
how to make bread?,"Whisk eggs with bread, cook on medium flame, and fold into an omelette."
how to make tea?,"Fry tea until golden, then simmer in curry sauce for 10 minutes."
how to make noodles?,"Soak noodles in water, grind into paste, cook on low flame until thickened."
how to make tea?,"Mix tea with herbs and cheese, bake at 180°C for 25 minutes."
how to make chicken?,"Boil water, add chicken, cook for 10 minutes, drain and serve."
how to make noodles?,"Slice noodles, dip in batter, deep fry until crisp, and enjoy."
how to make bread?,"Whisk eggs with bread, cook on medium flame, and fold into an omelette."
how to make tea?,"Whisk eggs with tea, cook on medium flame, and fold into an omelette."
how to make tea?,"Whisk eggs with tea, cook on medium flame, and fold into an omelette."
how to make chicken?,"Whisk eggs with chicken, cook on medium flame, and fold into an omelette."
how to make rice?,"Slice rice, dip in batter, deep fry until crisp, and enjoy."
how to make dal?,"Whisk eggs with dal, cook on medium flame, and fold into an omelette."
how to make noodles?,"Fry noodles until golden, then simmer in curry sauce for 10 minutes."
how to make chicken?,"Roast chicken in oven at 200°C for 30 minutes, let it cool, then serve."
how to make tea?,"Mix tea with herbs and cheese, bake at 180°C for 25 minutes."
how to make cake?,"Slice cake, dip in batter, deep fry until crisp, and enjoy."
how to make vegetables?,"Boil water, add vegetables, cook for 10 minutes, drain and serve."
how to make rice?,"Marinate rice with spices, grill for 20 minutes, and garnish with coriander."
how to make vegetables?,"Whisk eggs with vegetables, cook on medium flame, and fold into an omelette."
how to make noodles?,"Boil water, add noodles, cook for 10 minutes, drain and serve."
how to make cake?,"Steam cake for 15 minutes, season with salt and pepper, and serve."
how to make vegetables?,"Slice vegetables, dip in batter, deep fry until crisp, and enjoy."
how to make dal?,"Steam dal for 15 minutes, season with salt and pepper, and serve."
how to make bread?,"Marinate bread with spices, grill for 20 minutes, and garnish with coriander."
how to make vegetables?,"Marinate vegetables with spices, grill for 20 minutes, and garnish with coriander."
how to make pasta?,"Fry pasta until golden, then simmer in curry sauce for 10 minutes."
how to make cake?,"Whisk eggs with cake, cook on medium flame, and fold into an omelette."
how to make rice?,"Fry rice until golden, then simmer in curry sauce for 10 minutes."
how to make bread?,"Marinate bread with spices, grill for 20 minutes, and garnish with coriander."
how to make eggs?,"Steam eggs for 15 minutes, season with salt and pepper, and serve."
how to make noodles?,"Roast noodles in oven at 200°C for 30 minutes, let it cool, then serve."
how to make rice?,"Marinate rice with spices, grill for 20 minutes, and garnish with coriander."
how to make tea?,"Steam tea for 15 minutes, season with salt and pepper, and serve."
how to make cake?,"Whisk eggs with cake, cook on medium flame, and fold into an omelette."
how to make bread?,"Fry bread until golden, then simmer in curry sauce for 10 minutes."
how to make bread?,"Whisk eggs with bread, cook on medium flame, and fold into an omelette."
how to make rice?,"Boil water, add rice, cook for 10 minutes, drain and serve."
how to make rice?,"Marinate rice with spices, grill for 20 minutes, and garnish with coriander."
how to make dal?,"Mix dal with herbs and cheese, bake at 180°C for 25 minutes."
how to make tea?,"Marinate tea with spices, grill for 20 minutes, and garnish with coriander."
how to make chicken?,"Whisk eggs with chicken, cook on medium flame, and fold into an omelette."
how to make pasta?,"Steam pasta for 15 minutes, season with salt and pepper, and serve."
how to make tea?,"Slice tea, dip in batter, deep fry until crisp, and enjoy."
how to make rice?,"Slice rice, dip in batter, deep fry until crisp, and enjoy."
how to make noodles?,"Roast noodles in oven at 200°C for 30 minutes, let it cool, then serve."
how to make eggs?,"Whisk eggs with eggs, cook on medium flame, and fold into an omelette."
how to make chicken?,"Boil water, add chicken, cook for 10 minutes, drain and serve."
how to make eggs?,"Boil water, add eggs, cook for 10 minutes, drain and serve."
how to make chicken?,"Marinate chicken with spices, grill for 20 minutes, and garnish with coriander."
how to make rice?,"Mix rice with herbs and cheese, bake at 180°C for 25 minutes."
how to make bread?,"Boil water, add bread, cook for 10 minutes, drain and serve."
how to make vegetables?,"Whisk eggs with vegetables, cook on medium flame, and fold into an omelette."
how to make chicken?,"Marinate chicken with spices, grill for 20 minutes, and garnish with coriander."
how to make pasta?,"Heat oil in a pan, add chopped pasta, sauté for 5 minutes, and serve hot."
how to make cake?,"Heat oil in a pan, add chopped cake, sauté for 5 minutes, and serve hot."
how to make pasta?,"Roast pasta in oven at 200°C for 30 minutes, let it cool, then serve."
how to make rice?,"Mix rice with herbs and cheese, bake at 180°C for 25 minutes."
how to make bread?,"Roast bread in oven at 200°C for 30 minutes, let it cool, then serve."
how to make pasta?,"Boil water, add pasta, cook for 10 minutes, drain and serve."
how to make vegetables?,"Steam vegetables for 15 minutes, season with salt and pepper, and serve."
how to make noodles?,"Soak noodles in water, grind into paste, cook on low flame until thickened."
how to make pasta?,"Roast pasta in oven at 200°C for 30 minutes, let it cool, then serve."
how to make eggs?,"Steam eggs for 15 minutes, season with salt and pepper, and serve."
how to make rice?,"Mix rice with herbs and cheese, bake at 180°C for 25 minutes."
how to make pasta?,"Mix pasta with herbs and cheese, bake at 180°C for 25 minutes."
how to make bread?,"Boil water, add bread, cook for 10 minutes, drain and serve."
how to make vegetables?,"Soak vegetables in water, grind into paste, cook on low flame until thickened."
how to make vegetables?,"Heat oil in a pan, add chopped vegetables, sauté for 5 minutes, and serve hot."
how to make bread?,"Heat oil in a pan, add chopped bread, sauté for 5 minutes, and serve hot."
how to make cake?,"Steam cake for 15 minutes, season with salt and pepper, and serve."
how to make pasta?,"Whisk eggs with pasta, cook on medium flame, and fold into an omelette."
how to make rice?,"Boil water, add rice, cook for 10 minutes, drain and serve."
how to make chicken?,"Fry chicken until golden, then simmer in curry sauce for 10 minutes."
how to make eggs?,"Soak eggs in water, grind into paste, cook on low flame until thickened."
how to make dal?,"Steam dal for 15 minutes, season with salt and pepper, and serve."
how to make tea?,"Marinate tea with spices, grill for 20 minutes, and garnish with coriander."
how to make eggs?,"Marinate eggs with spices, grill for 20 minutes, and garnish with coriander."
how to make eggs?,"Soak eggs in water, grind into paste, cook on low flame until thickened."
how to make noodles?,"Soak noodles in water, grind into paste, cook on low flame until thickened."
how to make dal?,"Fry dal until golden, then simmer in curry sauce for 10 minutes."
how to make vegetables?,"Mix vegetables with herbs and cheese, bake at 180°C for 25 minutes."
how to make eggs?,"Whisk eggs with eggs, cook on medium flame, and fold into an omelette."
how to make vegetables?,"Slice vegetables, dip in batter, deep fry until crisp, and enjoy."
how to make chicken?,"Marinate chicken with spices, grill for 20 minutes, and garnish with coriander."
how to make dal?,"Marinate dal with spices, grill for 20 minutes, and garnish with coriander."
